tags: ἕρμαιον ἕρμαιον-6 déclinaison

# 3ème décl. – thèmes consonantiques en liquide (λ, ρ)

 ὁ θήρ|la bête sauvage|ὁ|θήρ|θήρ|τὸν|θῆρ<span class="désinence">ᾰ</span>|τοῦ|θηρ<span class="désinence">ός</span>|τῷ|θηρ<span class="désinence">ί</span>|οἱ|θῆρ<span class="désinence">ες</span>|θῆρ<span class="désinence">ες</span>|τοὺς|θῆρ<span class="désinence">ᾰς</span>|τῶν|θηρ<span class="désinence">ῶν</span>|τοῖς|θηρ<span class="désinence">σί</span>

 ὁ ῥήτωρ|l'orateur|ὁ|ῥήτωρ|ῥῆτορ|τὸν|ῥήτορ<span class="désinence">ᾰ</span>|τοῦ|ῥήτορ<span class="désinence">ος</span>|τῷ|ῥήτορ<span class="désinence">ῐ</span>|οἱ|ῥήτορ<span class="désinence">ες</span>|ῥήτορ<span class="désinence">ες</span>|τοὺς|ῥήτορ<span class="désinence">ᾰς</span>|τῶν|ῥητόρ<span class="désinence">ων</span>|τοῖς|ῥήτορ<span class="désinence">σῐ</span>

 ἡ χείρ|la main|ἡ|χείρ|χείρ|τὴν|χεῖρ<span class="désinence">ᾰ</span>|τῆς|χειρ<span class="désinence">ός</span>|τῇ|χειρ<span class="désinence">ί</span>|αἱ|χεῖρ<span class="désinence">ες</span>|χεῖρ<span class="désinence">ες</span>|τὰς|χεῖρ<span class="désinence">ᾰς</span>|τῶν|χειρ<span class="désinence">ῶν</span>|ταῖς|<span style="font-weight: bold">χερ</span><span class="désinence">σί</span>

 ὁ/ἡ ἅλς|le sel/la mer|ὁ/ἡ|ἅλ<span class="désinence">ς</span>|ἅλς|τὸν/τὴν|ἅλ<span class="désinence">ᾰ</span>|τοῦ/τῆς|ἁλ<span class="désinence">ός</span>|τῷ/τῇ|ἁλ<span class="désinence">ί</span>|οἱ/αἱ|ἅλ<span class="désinence">ες</span>|ἅλ<span class="désinence">ες</span>|τοὺς/τὰς|ἅλ<span class="désinence">ᾰς</span>|τῶν|ἁλ<span class="désinence">ῶν</span>|τοῖς/ταῖς|ἁλ<span class="désinence">σί</span>


# 3ème décl. – thèmes consonantiques en labiale (β, π, φ) ou palatale (γ, κ, χ)

 ὁ κόραξ|le corbeau|ὁ|κόραξ|κόραξ|τὸν|κόρᾰκ<span class="désinence">ᾰ</span>|τοῦ|κόρᾰκ<span class="désinence">ος</span>|τῷ|κόρᾰκ<span class="désinence">ῐ</span>|οἱ|κόρᾰκ<span class="désinence">ες</span>|κόρᾰκ<span class="désinence">ες</span>|τοὺς|κόρᾰκ<span class="désinence">ᾰς</span>|τῶν|κοράκ<span class="désinence">ων</span>|τοῖς|κόραξῐ

